1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
175517,58120,79283,112562,160532,153054,197908,211169,220429,200238,204987,189786,162325,166134,163091,122355,135778
